	RowNumber	StudentId	Rating	Geography	Gender	Age	Discussion	CurrentValue	AnnouncementsView	HasOtherActiveCourse	IsActiveMember	EstimatedValue	Target	Predictions - Succeed or Not	Predictions - Probability to Succeed education	Predictions - Succeed or Fail Desc
2662	2663	15742308	669	France	Female	44	8	96418.09	1	0	0	131609.48	1	0	0.40782055	Fail
2663	2664	15717934	542	Spain	Male	32	2	131945.94	1	0	1	159737.56	0	0	0.072247766	Fail
2664	2665	15769618	586	France	Male	29	3	0.0	2	1	1	142238.54	0	0	0.014075639	Fail
2665	2666	15635696	612	Germany	Male	30	9	142910.15	1	1	0	105890.55	1	0	0.23799576	Fail
2666	2667	15576759	740	France	Female	37	7	0.0	2	1	1	194270.91	0	0	0.038114335	Fail
2667	2668	15591613	584	France	Male	35	3	146311.58	1	1	1	105443.47	0	0	0.054302648	Fail
2668	2669	15582361	524	France	Male	52	2	87894.26	1	1	0	173899.42	1	1	0.7063475	Succeed
2669	2670	15693983	614	France	Female	19	5	97445.49	2	1	0	122823.34	0	0	0.051233556	Fail
2670	2671	15760482	598	France	Female	64	9	0.0	1	0	1	13181.37	1	0	0.29320356	Fail
2671	2672	15611141	799	Spain	Male	35	7	0.0	2	0	1	140780.8	0	0	0.020149123	Fail
2672	2673	15630956	724	France	Male	34	2	154485.74	2	0	0	78560.64	0	0	0.04024668	Fail
2673	2674	15574946	601	France	Male	50	2	115625.07	1	1	0	185855.21	0	1	0.5921656	Succeed
2674	2675	15756508	804	France	Male	25	7	108396.67	1	1	0	128276.95	0	0	0.08085063	Fail
2675	2676	15682926	745	Germany	Male	38	5	65095.41	2	1	1	140197.42	0	0	0.03908857	Fail
2676	2677	15642030	667	Germany	Male	43	1	103018.45	1	1	0	32462.39	1	1	0.66485524	Succeed
2677	2678	15733333	518	France	Female	38	10	84764.79	1	1	1	162253.9	0	0	0.15553589	Fail
2678	2679	15767829	819	France	Female	38	10	0.0	2	1	0	30498.7	0	0	0.109061755	Fail
2679	2680	15725734	520	Spain	Female	35	4	115680.81	1	1	1	90280.7	0	0	0.09823729	Fail
2680	2681	15813568	625	France	Female	39	5	0.0	2	1	0	32615.21	0	0	0.108816214	Fail
2681	2682	15576796	673	Germany	Male	36	5	73088.06	2	0	0	196142.26	0	0	0.03930588	Fail
2682	2683	15732138	656	Germany	Female	27	3	150905.03	2	1	0	16998.72	0	0	0.09208794	Fail
2683	2684	15739082	850	Spain	Female	23	9	143054.85	1	0	1	62980.96	0	0	0.062187564	Fail
2684	2685	15631963	574	Spain	Female	28	7	0.0	2	0	0	185660.3	0	0	0.052457865	Fail
2685	2686	15672151	679	France	Male	60	6	0.0	2	1	1	77331.77	0	0	0.07032375	Fail
2686	2687	15618801	530	Germany	Female	42	0	99948.45	1	0	1	97338.62	0	0	0.46833763	Fail
2687	2688	15679184	508	France	Male	44	3	115451.05	2	0	0	67234.33	0	0	0.1684593	Fail
2688	2689	15728510	558	Germany	Male	32	4	108235.91	1	1	1	143783.28	0	0	0.1424197	Fail
2689	2690	15637035	414	France	Male	38	8	0.0	1	0	1	77661.12	1	0	0.2899446	Fail
2690	2691	15754297	648	Spain	Male	42	2	98795.61	2	1	0	89123.99	0	0	0.14118887	Fail
2691	2692	15629186	721	France	Female	37	1	0.0	2	1	0	70810.8	0	0	0.09552334	Fail
2692	2693	15736310	751	France	Male	31	8	0.0	2	0	0	17550.49	0	0	0.026225908	Fail
2693	2694	15627733	662	France	Male	34	2	0.0	2	0	1	21497.27	0	0	0.017802954	Fail
2694	2695	15721621	628	Germany	Male	29	3	113146.98	2	0	1	124749.08	0	0	0.044882856	Fail
2695	2696	15639982	597	Germany	Female	39	8	162532.14	3	1	0	36051.46	1	1	0.84636444	Succeed
2696	2697	15792212	698	Spain	Female	40	0	92053.44	1	1	1	143681.83	0	0	0.13684951	Fail
2697	2698	15699486	723	France	Male	48	7	0.0	2	1	1	150694.58	0	0	0.09121228	Fail
2698	2699	15729990	586	France	Female	28	5	0.0	3	1	0	170487.4	1	1	0.62378025	Succeed
2699	2700	15600139	633	Germany	Female	29	8	104944.1	1	1	1	97684.46	0	0	0.18840356	Fail
2700	2701	15786236	564	France	Male	31	4	0.0	2	1	0	53520.03	0	0	0.03231919	Fail
2701	2702	15797046	649	France	Female	31	2	0.0	2	1	0	15200.61	0	0	0.047902606	Fail
2702	2703	15670208	622	France	Female	30	4	107879.04	1	0	1	196894.62	0	0	0.098887995	Fail
2703	2704	15627388	459	Germany	Male	46	7	110356.42	1	1	0	4969.13	1	1	0.734428	Succeed
2704	2705	15622530	718	France	Male	27	2	0.0	2	0	0	26229.24	0	0	0.028509008	Fail
2705	2706	15585871	655	Spain	Female	34	4	109783.69	2	1	0	134034.32	0	0	0.0954982	Fail
2706	2707	15595107	696	France	Male	22	9	149777.0	1	1	1	198032.93	0	0	0.04982582	Fail
2707	2708	15628239	637	France	Female	38	3	104339.56	1	0	0	119882.86	0	0	0.26454055	Fail
2708	2709	15667226	630	Spain	Female	21	1	85818.18	1	1	1	133102.3	0	0	0.067253694	Fail
2709	2710	15780248	592	France	Male	37	4	212692.97	1	0	0	176395.02	0	0	0.4572978	Fail
2710	2711	15766905	634	Germany	Male	37	1	89696.84	2	1	1	193179.88	0	0	0.04244138	Fail
2711	2712	15775777	608	France	Female	28	9	0.0	2	1	1	125062.02	0	0	0.0257958	Fail
2712	2713	15628206	565	Germany	Female	32	9	68067.24	1	1	0	143287.58	0	0	0.15369277	Fail
2713	2714	15701354	763	Spain	Male	67	9	148564.66	1	0	1	87236.4	0	0	0.09235528	Fail
2714	2715	15710964	665	France	Female	55	8	136354.16	1	1	1	93769.89	0	0	0.3547948	Fail
2715	2716	15682583	649	France	Male	38	1	122214.0	1	0	1	88965.46	0	0	0.08608809	Fail
2716	2717	15631206	695	France	Male	45	3	0.0	2	1	1	30793.61	0	0	0.078335434	Fail
2717	2718	15648738	775	Germany	Male	70	6	119684.88	2	1	1	74532.02	0	0	0.03299221	Fail
2718	2719	15783480	788	France	Female	39	3	135139.33	1	0	1	113086.08	0	0	0.16394049	Fail
2719	2720	15809214	569	Germany	Female	42	9	146100.75	1	1	0	32574.01	1	1	0.68963414	Succeed
2720	2721	15806724	726	Spain	Female	56	8	123110.9	3	0	1	130113.78	1	1	0.8556663	Succeed
2721	2722	15576860	564	Germany	Female	44	3	111760.4	3	1	1	104722.47	1	1	0.91509396	Succeed
2722	2723	15675458	544	France	Female	32	9	110728.39	1	1	1	14559.62	0	0	0.088580914	Fail
2723	2724	15681586	614	France	Female	41	8	121558.46	1	1	1	598.8	0	0	0.18742222	Fail
2724	2725	15812664	453	Germany	Female	38	8	120623.21	1	1	0	129697.99	0	0	0.49144533	Fail
2725	2726	15597987	471	France	Female	58	4	114713.57	1	1	1	36315.03	0	0	0.35457456	Fail
2726	2727	15807081	829	Germany	Female	37	3	103457.76	1	0	0	1114.12	0	0	0.41299006	Fail
2727	2728	15581784	754	Germany	Male	57	2	101134.87	2	1	1	70954.41	0	0	0.23292442	Fail
2728	2729	15770456	749	Germany	Male	46	10	78136.36	2	1	1	73470.98	0	0	0.13578507	Fail
2729	2730	15608266	667	France	Male	23	1	0.0	2	1	0	91573.19	0	0	0.029670669	Fail
2730	2731	15730375	670	Spain	Male	30	3	133446.34	1	0	0	3154.95	0	0	0.113891274	Fail
2731	2732	15712620	670	France	Female	33	7	0.0	2	1	1	88187.81	0	0	0.023130026	Fail
2732	2733	15592852	623	Germany	Female	48	1	108076.33	1	1	0	118855.26	1	1	0.8438527	Succeed
2733	2734	15641516	571	France	Male	32	5	131354.25	1	1	0	125256.53	0	0	0.09128177	Fail
2734	2735	15708541	641	Germany	Female	37	7	62974.64	2	0	1	39016.43	0	0	0.059507016	Fail
2735	2736	15791167	551	Germany	Female	30	2	143340.44	1	1	0	145796.49	0	0	0.300445	Fail
2736	2737	15618261	741	Germany	Male	36	8	116993.43	2	1	0	168816.22	0	0	0.13679926	Fail
2737	2738	15644760	472	France	Male	31	4	58662.92	2	0	1	73322.0	0	0	0.031833686	Fail
2738	2739	15662134	650	Spain	Male	41	3	128808.65	3	0	0	113677.53	1	1	0.81124735	Succeed
2739	2740	15723930	625	France	Male	45	7	137555.44	1	0	0	124607.7	0	0	0.35037544	Fail
2740	2741	15787735	650	Germany	Male	34	4	142393.11	1	1	1	11276.48	0	0	0.13526829	Fail
2741	2742	15687774	535	France	Female	38	8	0.0	2	1	0	136620.64	0	0	0.100182906	Fail
2742	2743	15576162	649	France	Female	41	2	125785.23	1	1	1	70523.92	0	0	0.19344775	Fail
2743	2744	15658925	689	France	Male	22	4	136444.25	1	1	0	51980.25	1	0	0.11284786	Fail
2744	2745	15667082	694	Spain	Male	38	7	121527.4	1	1	0	113481.02	0	0	0.15978317	Fail
2745	2746	15669993	655	Germany	Male	52	9	144696.75	1	1	1	49025.79	0	1	0.55809003	Succeed
2746	2747	15655830	620	France	Male	36	8	0.0	2	1	1	145937.99	0	0	0.024441151	Fail
2747	2748	15599865	577	France	Female	35	10	0.0	2	1	1	25161.61	0	0	0.042045195	Fail
2748	2749	15753368	401	Germany	Male	48	8	128140.17	1	1	0	175753.55	1	1	0.94087183	Succeed
2749	2750	15671160	599	France	Male	25	6	120383.41	1	1	1	24903.09	0	0	0.049441673	Fail
2750	2751	15767510	481	France	Female	57	9	0.0	3	1	1	169719.35	1	1	0.88219565	Succeed
2751	2752	15720707	704	France	Male	42	8	129735.3	2	1	1	179565.57	0	0	0.072861314	Fail
2752	2753	15626823	698	Spain	Female	31	8	185078.26	1	0	0	115337.74	1	0	0.31458917	Fail
2753	2754	15774527	480	France	Female	28	6	0.0	2	0	0	48131.92	0	0	0.043953534	Fail
2754	2755	15579683	682	France	Male	42	0	0.0	1	1	1	160828.98	0	0	0.19714229	Fail
2755	2756	15625558	700	Spain	Male	31	7	0.0	2	0	1	145151.96	0	0	0.017293926	Fail
2756	2757	15765842	492	France	Male	29	1	144591.96	1	1	1	196293.76	0	0	0.043074228	Fail
2757	2758	15566744	444	France	Female	45	4	0.0	2	1	0	161653.5	1	0	0.27169302	Fail
2758	2759	15668383	624	France	Male	36	6	0.0	2	0	0	84635.64	0	0	0.044186655	Fail
2759	2760	15575250	709	France	Male	37	7	0.0	1	1	0	159486.76	0	0	0.1865774	Fail
2760	2761	15591159	557	Germany	Male	68	2	100194.44	1	1	1	38596.34	0	0	0.2633233	Fail
2761	2762	15573316	646	Germany	Male	50	6	145295.31	2	1	1	27814.74	0	0	0.26914525	Fail
2762	2763	15589054	719	Germany	Male	28	3	106070.29	2	1	1	183893.31	0	0	0.04446963	Fail
2763	2764	15654531	706	Germany	Female	47	6	120621.89	1	1	1	140803.7	0	1	0.61895514	Succeed
2764	2765	15597301	660	France	Male	38	7	0.0	2	0	1	146585.53	0	0	0.030195387	Fail
2765	2766	15733912	667	France	Male	36	9	0.0	2	1	1	40062.29	0	0	0.021799479	Fail
2766	2767	15677253	705	France	Male	30	1	0.0	1	1	1	181300.32	0	0	0.068492986	Fail
2767	2768	15747301	598	Germany	Female	27	10	171283.91	1	1	1	84136.12	0	0	0.08833432	Fail
2768	2769	15713415	669	France	Male	26	4	0.0	2	1	1	197594.34	0	0	0.014632643	Fail
2769	2770	15730469	580	Germany	Female	38	1	128218.47	1	1	0	125953.83	1	1	0.54251313	Succeed
2770	2771	15693383	676	France	Female	32	5	0.0	2	1	1	75465.41	0	0	0.022955844	Fail
2771	2772	15715501	714	Germany	Male	28	7	77776.39	1	1	0	177737.07	0	0	0.12185456	Fail
2772	2773	15680772	597	Germany	Female	72	6	124978.19	2	1	1	7144.46	0	0	0.05080882	Fail
2773	2774	15610801	559	France	Male	29	1	0.0	2	0	0	155639.76	0	0	0.030263433	Fail
2774	2775	15650070	564	France	Female	28	1	0.0	1	1	1	162428.05	0	0	0.09809314	Fail
2775	2776	15782504	850	Spain	Male	51	3	109799.55	2	1	1	12457.76	1	0	0.1652849	Fail
2776	2777	15685145	689	France	Male	39	7	0.0	2	0	0	14917.09	0	0	0.06713686	Fail
2777	2778	15776269	758	Germany	Female	61	8	125397.21	1	1	0	182184.09	1	1	0.85704863	Succeed
2778	2779	15761177	604	Spain	Female	71	10	0.0	2	1	1	129984.2	0	0	0.016857838	Fail
2779	2780	15781738	733	Germany	Male	38	9	111347.37	2	0	1	194872.97	0	0	0.07971544	Fail
2780	2781	15790271	778	Spain	Male	40	8	104291.41	2	1	1	117507.11	0	0	0.03334804	Fail
2781	2782	15641452	732	Germany	Female	61	9	94867.18	2	1	1	157527.6	1	0	0.31862015	Fail
2782	2783	15775270	646	France	Male	24	8	0.0	2	0	0	92612.88	0	0	0.02742112	Fail
2783	2784	15659511	597	France	Female	33	6	135703.59	2	0	0	74850.84	0	0	0.065813206	Fail
2784	2785	15642238	821	Germany	Female	37	5	106453.53	2	0	1	127413.0	0	0	0.11504509	Fail
2785	2786	15771453	640	France	Male	43	7	132412.38	1	0	0	69584.3	1	0	0.29605526	Fail
2786	2787	15585136	511	Germany	Female	40	9	124401.6	1	1	0	198814.24	1	1	0.5010127	Succeed
2787	2788	15700523	805	France	Male	46	6	118022.06	3	1	0	162643.15	1	1	0.8993908	Succeed
2788	2789	15726625	540	Germany	Male	39	1	82531.11	1	1	0	114092.52	0	0	0.34341308	Fail
2789	2790	15747539	705	Spain	Male	44	0	184552.12	1	1	0	68860.3	1	1	0.5844166	Succeed
2790	2791	15595919	540	Germany	Male	39	4	127278.31	1	1	1	16150.34	0	0	0.29896915	Fail
2791	2792	15663862	532	Spain	Female	66	3	0.0	1	1	1	115227.02	0	0	0.21878304	Fail
2792	2793	15742856	535	France	Female	45	2	0.0	2	0	1	170621.55	0	0	0.16126686	Fail
2793	2794	15624829	627	Germany	Male	23	5	184244.86	1	1	0	103099.22	0	0	0.14601594	Fail
2794	2795	15597966	646	France	Male	52	8	59669.43	1	0	0	172495.81	1	1	0.66309196	Succeed
2795	2796	15665146	515	France	Female	25	7	79543.59	1	0	1	38772.82	0	0	0.06209783	Fail
2796	2797	15770755	697	France	Female	39	6	151553.19	1	1	1	44946.29	0	0	0.13841635	Fail
2797	2798	15731363	652	Germany	Male	27	2	166527.88	2	0	1	146007.7	0	0	0.02551626	Fail
2798	2799	15576080	579	Germany	Male	28	6	150329.15	1	1	0	145558.42	0	0	0.18778928	Fail
2799	2800	15775698	760	France	Male	43	8	121911.59	1	1	0	193312.33	0	0	0.28757447	Fail
2800	2801	15646853	769	France	Male	51	9	156773.78	2	1	0	40257.79	0	0	0.36151266	Fail
2801	2802	15596096	498	Spain	Male	29	8	127864.26	1	1	1	46677.9	0	0	0.047497172	Fail
2802	2803	15723335	774	France	Male	53	4	113709.28	1	1	1	153887.93	1	0	0.36001682	Fail
2803	2804	15637018	705	Germany	Female	43	7	79974.55	1	1	1	103108.33	0	0	0.25784296	Fail
2804	2805	15751211	648	France	Female	44	2	0.0	2	1	1	58652.23	0	0	0.09724442	Fail
2805	2806	15618972	688	France	Female	51	5	0.0	1	1	0	91624.11	1	1	0.778989	Succeed
2806	2807	15787565	592	Spain	Male	38	0	0.0	1	1	0	65986.48	1	0	0.2999217	Fail
2807	2808	15780164	705	France	Male	33	3	144427.96	2	1	0	113845.19	0	0	0.045656342	Fail
2808	2809	15616027	654	France	Male	42	7	99263.09	1	1	1	67607.9	0	0	0.13000607	Fail
2809	2810	15757037	624	France	Female	32	2	79368.87	2	1	1	145471.94	0	0	0.033466134	Fail
2810	2811	15595424	594	France	Female	30	10	0.0	2	1	1	124071.71	0	0	0.027186012	Fail
2811	2812	15699586	695	Spain	Female	34	9	0.0	2	1	1	67502.12	0	0	0.025937853	Fail
2812	2813	15581656	597	France	Male	28	2	0.0	3	1	1	78707.97	0	0	0.27415428	Fail
2813	2814	15600970	758	France	Female	52	7	125095.94	1	1	0	171189.83	1	1	0.74144197	Succeed
2814	2815	15738708	737	Germany	Female	40	2	162485.8	2	1	0	149381.32	0	0	0.17007738	Fail
2815	2816	15721343	694	Germany	Male	37	1	95668.82	2	1	0	100335.55	0	0	0.11172588	Fail
2816	2817	15619316	683	France	Male	25	4	0.0	2	1	0	152698.24	0	0	0.027690388	Fail
2817	2818	15768280	538	Spain	Female	30	8	0.0	2	1	1	41192.95	0	0	0.027016155	Fail
2818	2819	15806873	669	France	Male	37	4	0.0	1	1	0	132540.33	0	0	0.18667965	Fail
2819	2820	15643532	730	France	Female	34	5	74197.38	2	1	0	96875.52	0	0	0.07073446	Fail
2820	2821	15813952	622	France	Female	31	1	89688.94	1	1	1	152305.47	0	0	0.06729974	Fail
2821	2822	15626421	714	Spain	Female	33	10	103121.33	2	1	1	49672.01	0	0	0.027479865	Fail
2822	2823	15603618	569	Spain	Female	34	3	0.0	1	1	0	133997.53	0	0	0.2303807	Fail
2823	2824	15764387	668	Germany	Female	59	5	120170.07	1	0	1	50454.8	0	1	0.6251861	Succeed
2824	2825	15667974	628	France	Male	32	9	149136.31	2	1	1	16402.11	0	0	0.019611692	Fail
2825	2826	15576396	600	France	Male	40	1	141136.79	1	1	1	67803.83	0	0	0.0974248	Fail
2826	2827	15628849	693	France	Female	43	4	152341.55	1	1	0	9241.78	0	0	0.3732347	Fail
2827	2828	15584226	704	France	Male	36	7	120026.98	2	0	1	100601.73	0	0	0.031043947	Fail
2828	2829	15716485	527	Spain	Male	33	9	132168.28	1	0	0	98734.15	0	0	0.12686644	Fail
2829	2830	15759949	553	Germany	Male	43	6	85200.82	2	1	1	160574.09	0	0	0.08247093	Fail
2830	2831	15701591	575	Spain	Male	53	1	84903.33	2	0	1	26015.8	0	0	0.17860779	Fail
2831	2832	15758518	626	France	Female	32	0	0.0	2	0	0	187172.54	0	0	0.0491552	Fail
2832	2833	15758207	582	France	Male	20	4	0.0	1	1	1	55763.66	0	0	0.06973541	Fail
2833	2834	15680382	683	Spain	Male	40	8	0.0	1	1	0	75848.22	0	0	0.21504676	Fail
2834	2835	15649160	850	France	Male	30	9	121535.18	1	0	0	40313.47	0	0	0.10844762	Fail
2835	2836	15812953	653	Spain	Male	35	6	116662.96	2	1	1	23864.21	0	0	0.032019634	Fail
2836	2837	15768491	679	France	Male	60	8	0.0	2	1	1	51380.9	0	0	0.070772596	Fail
2837	2838	15703095	549	Germany	Female	49	6	124829.16	1	0	1	93551.36	0	1	0.6522294	Succeed
2838	2839	15646232	850	Spain	Female	36	2	155180.56	2	0	0	169415.54	0	0	0.08943188	Fail
2839	2840	15585487	558	Germany	Female	32	1	108262.87	1	1	1	6935.31	0	0	0.2140649	Fail
2840	2841	15714093	528	Spain	Male	40	4	0.0	2	1	0	25399.7	0	0	0.07299182	Fail
2841	2842	15748509	801	France	Male	38	5	0.0	2	1	0	66256.27	0	0	0.055666253	Fail
2842	2843	15785818	513	Spain	Male	48	2	0.0	1	1	1	114709.13	1	0	0.34646088	Fail
2843	2844	15693269	666	Germany	Male	38	6	99812.88	2	1	1	158357.97	0	0	0.074869946	Fail
2844	2845	15757557	606	France	Male	35	2	132164.26	1	0	1	164815.59	0	0	0.087527975	Fail
2845	2846	15812549	599	Germany	Male	45	10	103583.05	1	1	0	132127.69	1	1	0.7085406	Succeed
2846	2847	15674986	544	Germany	Male	39	4	142406.43	2	1	0	146637.45	0	0	0.15666778	Fail
2847	2848	15678608	529	Spain	Male	38	7	99842.5	2	1	0	90256.06	1	0	0.06808193	Fail
2848	2849	15713644	850	France	Female	41	5	0.0	2	1	1	34827.43	0	0	0.048953198	Fail
2849	2850	15579298	497	France	Male	41	9	0.0	1	0	0	22074.48	0	0	0.29156706	Fail
2850	2851	15610462	764	France	Female	39	5	81042.42	1	0	1	109805.17	0	0	0.1412671	Fail
2851	2852	15776490	603	France	Female	48	5	0.0	1	1	0	100478.6	1	1	0.6584844	Succeed
2852	2853	15771519	609	France	Male	40	6	0.0	2	1	1	97416.34	0	0	0.03357656	Fail
2853	2854	15648525	487	France	Male	53	4	199689.49	1	1	1	24207.86	1	1	0.531954	Succeed
2854	2855	15646645	748	France	Male	33	1	142645.43	1	0	0	69132.66	0	0	0.10296855	Fail
2855	2856	15693239	710	Spain	Female	75	5	0.0	2	1	1	9376.89	0	0	0.017571663	Fail
2856	2857	15813103	432	Germany	Female	45	3	110219.14	1	1	0	43046.7	1	1	0.79779816	Succeed
2857	2858	15769865	534	Spain	Male	51	3	0.0	2	0	1	20856.31	0	0	0.14127965	Fail
2858	2859	15662470	607	France	Male	25	3	0.0	2	0	0	187048.72	0	0	0.029839482	Fail
2859	2860	15773539	551	Spain	Male	32	4	0.0	2	1	0	53420.53	0	0	0.040013157	Fail
2860	2861	15705926	674	France	Male	45	7	142072.02	1	1	0	37013.29	0	0	0.36762512	Fail
2861	2862	15711434	525	France	Female	25	6	0.0	2	1	0	89566.64	0	0	0.048005562	Fail
2862	2863	15752411	645	Germany	Male	33	8	149564.61	1	0	0	149913.84	0	0	0.20361893	Fail
2863	2864	15659211	755	France	Female	43	9	0.0	2	1	0	18066.69	0	0	0.1547193	Fail
2864	2865	15597069	708	Germany	Male	37	8	153366.13	1	1	1	26912.34	0	0	0.15780418	Fail
2865	2866	15590264	715	France	Male	21	6	76467.16	1	1	1	173511.72	0	0	0.04774914	Fail
2866	2867	15631884	727	France	Female	26	9	121508.28	1	1	1	146785.44	0	0	0.084879234	Fail
2867	2868	15654247	559	Spain	Female	27	1	0.0	1	0	1	1050.33	0	0	0.12212085	Fail
2868	2869	15708004	545	Spain	Male	36	8	73211.12	2	1	0	89587.34	1	0	0.08348622	Fail
2869	2870	15594120	524	France	Male	22	9	0.0	2	1	0	74405.34	0	0	0.034305394	Fail
2870	2871	15651129	707	France	Female	55	1	0.0	2	0	1	54409.48	0	0	0.1895804	Fail
2871	2872	15798860	671	Spain	Male	38	0	92674.94	2	1	0	3647.57	0	0	0.09864554	Fail
2872	2873	15671627	439	Spain	Male	52	3	96196.24	4	1	0	198874.52	1	1	0.97034585	Succeed
2873	2874	15707225	667	Germany	Female	36	1	114391.62	1	1	1	53412.54	0	0	0.31131914	Fail
2874	2875	15733617	831	Germany	Male	32	9	80262.66	1	1	0	194867.78	0	0	0.12455798	Fail
2875	2876	15641676	545	Spain	Female	33	7	173331.52	1	1	0	150452.88	0	0	0.2645671	Fail
2876	2877	15585320	604	Spain	Female	35	7	147285.52	1	1	1	57807.05	0	0	0.095942326	Fail
2877	2878	15617902	657	Spain	Male	67	5	119785.47	2	1	1	107534.32	0	0	0.053873204	Fail
2878	2879	15667787	487	Spain	Female	36	1	140137.15	1	1	0	194073.33	0	0	0.15853015	Fail
2879	2880	15669447	750	Germany	Female	52	6	107467.56	1	1	0	126233.18	1	1	0.87115324	Succeed
2880	2881	15789461	694	Germany	Female	37	8	98218.04	2	1	0	182354.46	1	0	0.1873514	Fail
2881	2882	15570979	711	Germany	Female	35	2	133607.75	1	1	1	120586.32	0	0	0.2343361	Fail
2882	2883	15685865	551	France	Male	37	3	0.0	2	1	1	50578.4	0	0	0.03167277	Fail
2883	2884	15721953	559	France	Female	38	8	95139.41	1	1	1	86575.46	0	0	0.117677055	Fail
2884	2885	15776083	620	France	Female	29	3	0.0	2	0	1	153392.28	0	0	0.037126757	Fail
2885	2886	15716060	660	Spain	Male	42	5	0.0	2	1	0	115509.59	0	0	0.12168155	Fail
2886	2887	15675364	449	France	Female	37	6	0.0	2	1	0	82176.48	0	0	0.081524484	Fail
2887	2888	15604350	703	Germany	Female	26	1	97331.19	1	1	0	63717.49	0	0	0.29911703	Fail
2888	2889	15658375	795	Germany	Male	37	2	139265.63	2	1	1	198745.94	0	0	0.03638631	Fail
2889	2890	15630438	594	France	Female	31	9	0.0	1	0	1	5719.11	0	0	0.107289486	Fail
2890	2891	15689652	586	Spain	Male	34	5	168094.01	1	0	0	20058.61	0	0	0.13547055	Fail
2891	2892	15774260	613	Germany	Female	30	5	131563.88	2	1	0	170638.98	0	0	0.12583978	Fail
2892	2893	15701327	601	France	Male	44	3	0.0	2	1	0	30607.11	0	0	0.14305358	Fail
2893	2894	15719642	657	France	Male	50	9	0.0	2	0	0	37171.46	0	0	0.24840188	Fail
2894	2895	15644155	531	France	Male	31	3	0.0	1	1	1	42589.33	0	0	0.069532044	Fail
2895	2896	15646895	621	Germany	Male	47	7	107363.29	1	1	1	66799.28	0	1	0.52803	Succeed
2896	2897	15606872	782	France	Female	33	2	94493.03	1	0	1	101866.39	0	0	0.06796748	Fail
2897	2898	15664186	528	Germany	Female	29	9	170214.23	2	1	0	49284.0	0	0	0.07102215	Fail
2898	2899	15624546	696	France	Male	52	6	139781.06	1	1	0	27445.4	1	1	0.6104155	Succeed
2899	2900	15810980	586	France	Female	35	7	0.0	2	1	0	70760.69	0	0	0.06147854	Fail
2900	2901	15668611	626	Spain	Female	26	8	148610.41	3	0	1	104502.02	1	1	0.5382272	Succeed
2901	2902	15603282	498	France	Male	73	2	170241.7	2	1	1	165407.96	0	0	0.02229739	Fail
2902	2903	15804038	691	France	Female	33	1	128306.83	1	1	1	113580.79	0	0	0.07755091	Fail
2903	2904	15728809	568	France	Female	47	7	0.0	2	1	1	45978.39	0	0	0.1460324	Fail
2904	2905	15598080	715	France	Female	35	3	0.0	1	1	1	152012.36	0	0	0.13687664	Fail
2905	2906	15694865	680	Germany	Male	32	7	175454.0	1	0	1	77349.92	0	0	0.05335811	Fail
2906	2907	15600611	802	Spain	Male	41	6	0.0	2	1	0	47322.05	0	0	0.07132595	Fail
2907	2908	15727347	539	France	Female	22	0	100885.93	2	1	1	38772.65	0	0	0.048587278	Fail
2908	2909	15570805	494	France	Male	69	9	93320.8	1	1	1	24489.44	0	0	0.094046205	Fail
2909	2910	15606310	594	Germany	Male	38	6	63176.44	2	1	1	14466.08	0	0	0.05193689	Fail
2910	2911	15746175	596	France	Male	33	2	139451.67	1	0	0	63142.12	0	0	0.10711088	Fail
2911	2912	15705023	649	France	Female	52	8	49113.75	1	1	0	41858.43	0	1	0.75218797	Succeed
2912	2913	15629008	699	Germany	Male	32	1	123906.22	3	1	1	127443.82	1	1	0.5968734	Succeed
2913	2914	15697722	787	France	Female	40	6	0.0	2	1	1	84151.98	0	0	0.050686408	Fail
2914	2915	15733919	604	France	Male	28	7	0.0	2	0	0	58595.64	0	0	0.028603103	Fail
2915	2916	15617518	489	Germany	Female	52	1	131441.51	1	1	0	37240.11	1	1	0.8671176	Succeed
2916	2917	15704619	651	France	Male	56	2	0.0	1	1	0	114522.68	1	1	0.6779569	Succeed
2917	2918	15621119	698	France	Male	57	6	136325.48	2	1	1	72549.27	1	0	0.12572025	Fail
2918	2919	15649523	578	Germany	Female	38	4	113150.44	2	1	0	176712.59	1	0	0.25658736	Fail
2919	2920	15736796	538	Spain	Female	42	9	0.0	1	0	0	152855.96	0	1	0.5312407	Succeed
2920	2921	15714694	696	France	Female	33	4	0.0	2	1	1	73371.65	0	0	0.027231544	Fail
2921	2922	15599117	507	Germany	Female	46	8	102785.16	1	1	1	70323.68	0	1	0.57732266	Succeed
2922	2923	15705149	685	Spain	Male	34	6	83264.28	1	0	0	9663.28	0	0	0.11234068	Fail
2923	2924	15631195	705	Germany	Male	41	4	72252.64	2	1	1	142514.66	0	0	0.057757463	Fail
2924	2925	15792854	499	Germany	Female	29	6	148051.52	1	1	0	118623.94	0	0	0.26904497	Fail
2925	2926	15633567	717	France	Female	76	9	138489.66	1	1	1	68400.14	0	0	0.049098242	Fail
2926	2927	15744565	510	France	Male	63	8	0.0	2	1	1	115291.86	0	0	0.06122441	Fail
2927	2928	15669692	632	France	Male	32	6	111589.33	1	1	1	170382.99	0	0	0.054677732	Fail
2928	2929	15581234	668	Germany	Female	39	0	122104.79	1	1	0	112946.67	1	1	0.5357887	Succeed
2929	2930	15729090	744	Germany	Male	32	4	96106.83	1	1	1	79812.77	0	0	0.08782537	Fail
